object_id,museaali_number,eseme_nimi,material,material_category
545846,ERM B 228:2,"vest, naiste",,tekstiil
545847,ERM B 228:3/ab,"särk, naiste",lina,tekstiil
545847,ERM B 228:3/ab,"särk, naiste",puuvill,tekstiil
545848,ERM B 228:4,seelik,puuvill,tekstiil
545848,ERM B 228:4,seelik,,tekstiil
545848,ERM B 228:4,seelik,,tekstiil
545849,ERM B 228:5,põll,puuvill,tekstiil
545850,ERM B 228:6,rätik,,tekstiil
545850,ERM B 228:6,rätik,,tekstiil
545850,ERM B 228:6,rätik,pits,tekstiil
545851,ERM B 228:7,"püksid, meeste",kalev (riidesort),tekstiil
545852,ERM B 228:8,"vest, meeste",kalev (riidesort),tekstiil
545852,ERM B 228:8,"vest, meeste",,tekstiil
545852,ERM B 228:8,"vest, meeste",vask,tekstiil
545853,ERM B 228:9,"särk, meeste",nööp,tekstiil
545853,ERM B 228:9,"särk, meeste",plast,tekstiil
545853,ERM B 228:9,"särk, meeste",,tekstiil
545853,ERM B 228:9,"särk, meeste",,tekstiil
545854,ERM B 228:10,"kübar, meeste",,tekstiil
545854,ERM B 228:10,"kübar, meeste",vilt,tekstiil
547884,ERM B 213:1,käterätt,lina,tekstiil
547884,ERM B 213:1,käterätt,puuvill,tekstiil
555487,ERM B 213:2,käterätt,,tekstiil
555489,ERM B 213:3,käterätt,lina,tekstiil
555489,ERM B 213:3,käterätt,puuvill,tekstiil
555493,ERM B 213:4,seinavaip,,tekstiil
555493,ERM B 213:4,seinavaip,,tekstiil
555498,ERM B 213:5/1-13,linik salvrättidega,,tekstiil
555498,ERM B 213:5/1-13,linik salvrättidega,,tekstiil
555505,ERM B 213:6/1-7,linik salvrättidega,,tekstiil
555505,ERM B 213:6/1-7,linik salvrättidega,,tekstiil
555900,ERM B 213:7,vöö,,tekstiil
555900,ERM B 213:7,vöö,,tekstiil
555900,ERM B 213:7,vöö,,tekstiil
555900,ERM B 213:7,vöö,,tekstiil
555900,ERM B 213:7,vöö,,tekstiil
555903,ERM B 213:8,vöö,,tekstiil
555903,ERM B 213:8,vöö,,tekstiil
555903,ERM B 213:8,vöö,,tekstiil
555903,ERM B 213:8,vöö,,tekstiil
555903,ERM B 213:8,vöö,,tekstiil
555905,ERM B 213:9,vöö,,tekstiil
555905,ERM B 213:9,vöö,,
555905,ERM B 213:9,vöö,,
555905,ERM B 213:9,vöö,,
555905,ERM B 213:9,vöö,,
555905,ERM B 213:9,vöö,,tekstiil
555906,ERM B 213:10,vöö,,tekstiil
555906,ERM B 213:10,vöö,,tekstiil
555906,ERM B 213:10,vöö,,tekstiil
555906,ERM B 213:10,vöö,,tekstiil
555906,ERM B 213:10,vöö,,tekstiil
557262,ERM B 214:1,seinataldrik,savi,keraamika
557272,ERM B 214:2,seinataldrik,savi,keraamika
557695,ERM B 214:3,dekoratiivtaldrik,puit,puit
563425,ERM B 227:2,särk,lina,tekstiil
563425,ERM B 227:2,särk,puuvill,tekstiil
563747,ERM B 227:3,lahtseelik,,tekstiil
563747,ERM B 227:3,lahtseelik,,tekstiil
563747,ERM B 227:3,lahtseelik,linane,tekstiil
563759,ERM B 227:4,vöö,lõng,tekstiil
563759,ERM B 227:4,vöö,sünteetika,tekstiil
563759,ERM B 227:4,vöö,vill,tekstiil
585979,ERM B 229:9,häll,kask,puit
585979,ERM B 229:9,häll,nahk,puit
585979,ERM B 229:9,häll,pael,puit
585979,ERM B 229:9,häll,puit,puit
585979,ERM B 229:9,häll,,puit
585979,ERM B 229:9,häll,,puit
585979,ERM B 229:9,häll,toht,puit
585979,ERM B 229:9,häll,vask,puit
585980,ERM B 229:10,kalaliud,puit,puit
585981,ERM B 229:11,noatupp,kask,puit
585981,ERM B 229:11,noatupp,nahk,puit
585981,ERM B 229:11,noatupp,pael,puit
585981,ERM B 229:11,noatupp,puit,puit
585981,ERM B 229:11,noatupp,toht,puit
585981,ERM B 229:11,noatupp,traat,puit
585981,ERM B 229:11,noatupp,vask,puit
585982,ERM B 229:12/ab,sussid,karv,nahk
585982,ERM B 229:12/ab,sussid,nahk,nahk
587814,ERM B 230:1,särk,lina,tekstiil
587814,ERM B 230:1,särk,puuvill,tekstiil
587815,ERM B 230:2,särk,lina,tekstiil
587815,ERM B 230:2,särk,puuvill,tekstiil
587817,ERM B 230:4,vööehe,helmed,metall
587817,ERM B 230:4,vööehe,kivim,metall
587817,ERM B 230:4,vööehe,klaas,metall
587817,ERM B 230:4,vööehe,,metall
587817,ERM B 230:4,vööehe,linane,metall
587817,ERM B 230:4,vööehe,metall,metall
587817,ERM B 230:4,vööehe,niit,metall
587817,ERM B 230:4,vööehe,nööp,metall
588412,ERM B 230:5,aknaraam,puit,puit
588413,ERM B 230:6/1-2,katusekaunistus,puit,puit
588415,ERM B 230:8/ab,viisud,niin,puit
588416,ERM B 230:9/ab,säärised,lõng,tekstiil
588416,ERM B 230:9/ab,säärised,vill,tekstiil
588417,ERM B 230:10/ab,sääremähised,kude,tekstiil
588417,ERM B 230:10/ab,sääremähised,linane,tekstiil
588417,ERM B 230:10/ab,sääremähised,lõim,tekstiil
588417,ERM B 230:10/ab,sääremähised,puuvill,tekstiil
588417,ERM B 230:10/ab,sääremähised,,tekstiil
588418,ERM B 230:11,käevõru,metall,metall
588418,ERM B 230:11,käevõru,pronks,metall
588418,ERM B 230:11,käevõru,,metall
588419,ERM B 230:12,käevõru,metall,metall
588419,ERM B 230:12,käevõru,pronks,metall
588419,ERM B 230:12,käevõru,,metall
588420,ERM B 230:13,sõlg,painutatud vasktraat,metall
588420,ERM B 230:13,sõlg,vask,metall
588422,ERM B 230:15/1-2,sõrmus,,metall
588422,ERM B 230:15/1-2,sõrmus,vask,metall
592808,ERM B 229:1,T-särk,puuvill,tekstiil
592809,ERM B 229:2,laualipp,,tekstiil
592810,ERM B 229:3,märk,metall,metall
592816,ERM B 229:4/ab,kindad,lõng,tekstiil
592816,ERM B 229:4/ab,kindad,vill,tekstiil
592816,ERM B 229:4/ab,kindad,vill,tekstiil
592818,ERM B 229:5/ab,kindad,kunstkiudmaterjal,tekstiil
592818,ERM B 229:5/ab,kindad,,tekstiil
592818,ERM B 229:5/ab,kindad,,tekstiil
592818,ERM B 229:5/ab,kindad,,tekstiil
592818,ERM B 229:5/ab,kindad,,tekstiil
592818,ERM B 229:5/ab,kindad,,tekstiil
592818,ERM B 229:5/ab,kindad,,tekstiil
592818,ERM B 229:5/ab,kindad,,tekstiil
592818,ERM B 229:5/ab,kindad,vill,tekstiil
592818,ERM B 229:5/ab,kindad,vill,tekstiil
592819,ERM B 229:6/ab,kindad,lõng,tekstiil
592819,ERM B 229:6/ab,kindad,vill,tekstiil
592819,ERM B 229:6/ab,kindad,vill,tekstiil
592820,ERM B 229:7/ab,kindad,lõng,tekstiil
592820,ERM B 229:7/ab,kindad,vill,tekstiil
592820,ERM B 229:7/ab,kindad,vill,tekstiil
592821,ERM B 229:8/ab,kindad,,tekstiil
592821,ERM B 229:8/ab,kindad,vill,tekstiil
592821,ERM B 229:8/ab,kindad,vill,tekstiil
596931,ERM B 229:13,värten,puit,puit
596932,ERM B 229:14,värten,puit,puit
596933,ERM B 229:15,värten,puit,puit
596934,ERM B 229:16,värten,puit,puit
599952,ERM B 25:26,ahke,,puit
599952,ERM B 25:26,ahke,nahk,puit
599952,ERM B 25:26,ahke,puit,puit
599952,ERM B 25:26,ahke,raud,puit
599952,ERM B 25:26,ahke,toht,puit
599952,ERM B 25:26,ahke,,puit
599952,ERM B 25:26,ahke,,puit
612334,ERM B 171:154,pesukurikas,okaspuit,puit
612335,ERM B 171:155,pott,savi,keraamika
612336,ERM B 171:156/ab,labakindad,lõng,tekstiil
612336,ERM B 171:156/ab,labakindad,vill,tekstiil
612339,ERM B 171:159,pott,savi,keraamika
612340,ERM B 171:160,lõikelaud,kask,puit
612340,ERM B 171:160,lõikelaud,vineer,puit
612341,ERM B 171:161/ab,labakindad,lõng,tekstiil
612341,ERM B 171:161/ab,labakindad,vill,tekstiil
612342,ERM B 171:162/ab,labakindad,lõng,tekstiil
612342,ERM B 171:162/ab,labakindad,vill,tekstiil
612343,ERM B 171:163/ab,labakindad,lõng,tekstiil
612343,ERM B 171:163/ab,labakindad,vill,tekstiil
612344,ERM B 171:164,sirp,kask,puit
612344,ERM B 171:164,sirp,metall,metall
612346,ERM B 171:165,ankur,raud,metall
612347,ERM B 171:166/ab,"labakindad, laste",lõng,tekstiil
612347,ERM B 171:166/ab,"labakindad, laste",lõng,tekstiil
612347,ERM B 171:166/ab,"labakindad, laste",vill,tekstiil
612348,ERM B 171:167/ab,"labakindad, laste",lõng,tekstiil
612348,ERM B 171:167/ab,"labakindad, laste",,tekstiil
612348,ERM B 171:167/ab,"labakindad, laste",vill,tekstiil
612351,ERM B 171:170,häll,kuusk,puit
612352,ERM B 171:171,"puuvasar, seinte sammaldamise",mänd,puit
612357,ERM B 171:176,lambakäärid,raud,metall
612358,ERM B 171:177,võrguhark,kask,puit
612358,ERM B 171:177,võrguhark,puuvill,puit
612358,ERM B 171:177,võrguhark,võrk,puit
612359,ERM B 171:178,plokk,kask,puit
612359,ERM B 171:178,plokk,raud,metall
612360,ERM B 171:179,kaelkoogud,kask,puit
612360,ERM B 171:179,kaelkoogud,raud,puit
612361,ERM B 171:180,pesukurikas,kask,puit
612362,ERM B 171:181,korv,mänd,puit
612363,ERM B 171:182,ujuk,toht,puit
612364,ERM B 171:183,puuvasar,kuusk,puit
612366,ERM B 171:184,hui,lehm,luu
612366,ERM B 171:184,hui,luu,luu
612366,ERM B 171:184,hui,niit,luu
612366,ERM B 171:184,hui,puuvill,luu
612367,ERM B 171:185,hui,plast,plastik
612368,ERM B 171:186,hui,plast,plastik
612369,ERM B 171:187,hui,plast,plastik
612370,ERM B 171:188,hui,õunapuu,puit
612400,ERM B 178:16,pealinik,kapron,tekstiil
612400,ERM B 178:16,pealinik,litrid,tekstiil
612400,ERM B 178:16,pealinik,pael,tekstiil
612400,ERM B 178:16,pealinik,puuvill,tekstiil
612400,ERM B 178:16,pealinik,satään,tekstiil
612400,ERM B 178:16,pealinik,sünteetika,tekstiil
612400,ERM B 178:16,pealinik,vask,tekstiil
612403,ERM B 178:19,korv,lepp,puit
612403,ERM B 178:19,korv,mänd,puit
612404,ERM B 178:20,korv,lina,puit
612404,ERM B 178:20,korv,metall,puit
612404,ERM B 178:20,korv,niit,puit
612404,ERM B 178:20,korv,plast,puit
612404,ERM B 178:20,korv,,puit
612404,ERM B 178:20,korv,toht,puit
612404,ERM B 178:20,korv,traat,puit
612405,ERM B 178:21,värten,lehtpuu,puit
612411,ERM B 178:26/ab,tops,metall,metall
612412,ERM B 178:27,korv,niin,puit
612412,ERM B 178:27,korv,,puit
612412,ERM B 178:27,korv,toht,puit
612413,ERM B 178:28/ab,viisud,niin,puit
612414,ERM B 178:29,korv,puit,puit
612415,ERM B 178:30/ab,niiepöörad,lehtpuu,puit
612416,ERM B 178:31,värten,okaspuit,puit
612417,ERM B 178:32,värten,lehtpuu,puit
612419,ERM B 68:145,sõel,metall,metall
612419,ERM B 68:145,sõel,mänd,metall
612419,ERM B 68:145,sõel,traat,metall
612420,ERM B 68:146,kruus,savi,keraamika
612421,ERM B 68:147,süstik,kask,puit
612421,ERM B 68:147,süstik,,puit
612421,ERM B 68:147,süstik,saar,puit
612422,ERM B 68:148,ahing,raud,metall
612423,ERM B 68:149,astjakraap,raud,metall
612424,ERM B 68:150,kauss,savi,keraamika
612425,ERM B 68:151/ab,voodi,kask,puit
612425,ERM B 68:151/ab,voodi,,puit
612425,ERM B 68:151/ab,voodi,mänd,puit
612425,ERM B 68:151/ab,voodi,okaspuit,puit
612425,ERM B 68:151/ab,voodi,,puit
612425,ERM B 68:151/ab,voodi,,puit
612426,ERM B 68:152,kulp,vask,metall
612427,ERM B 68:153,hobusehari,jõhv,tekstiil
612427,ERM B 68:153,hobusehari,kask,puit
612427,ERM B 68:153,hobusehari,nahk,puit
612428,ERM B 68:154,kaevulabidas,kask,puit
612428,ERM B 68:154,kaevulabidas,kuusk,puit
612428,ERM B 68:154,kaevulabidas,metall,puit
612428,ERM B 68:154,kaevulabidas,saar,puit
612428,ERM B 68:154,kaevulabidas,,puit
612429,ERM B 68:155,"silt, Lakši talu",mänd,puit
612430,ERM B 68:156,"hark, kalavarda tõstmise",kuusk,puit
612431,ERM B 68:157/1-3,"vardad, kalasuitsetamise",kask,puit
612432,ERM B 68:158,ankur,raud,metall
612433,ERM B 68:159,paadi takutamise raud,raud,metall
612434,ERM B 68:160,vikati lüsi,kask,puit
612435,ERM B 68:161,reha,kuusk,puit
612436,ERM B 68:162,võrguhark,kask,puit
612437,ERM B 68:163/a-d,võimasin,kuusk,puit
612438,ERM B 68:164,vikatinuga,raud,metall
612438,ERM B 68:164,vikatinuga,saar,puit
612439,ERM B 68:165,kann,savi,keraamika
612440,ERM B 68:166,niks,kask,puit
612441,ERM B 68:167,kangatempel,kuusk,puit
612442,ERM B 68:168,"õngeliin, õngehoidja",linane,tekstiil
612442,ERM B 68:168,"õngeliin, õngehoidja",nöör,tekstiil
612442,ERM B 68:168,"õngeliin, õngehoidja",raud,metall
612442,ERM B 68:168,"õngeliin, õngehoidja",,metall
612443,ERM B 68:169,põletusraud,raud,metall
612444,ERM B 68:170,võrguhark,mänd,puit
612445,ERM B 68:171,kapp,kuusk,puit
612446,ERM B 68:172,voodisirm,kuusk,puit
612446,ERM B 68:172,voodisirm,paju,puit
612446,ERM B 68:172,voodisirm,raud,puit
612447,ERM B 68:173,"villakraas, kastiga",,puit
612447,ERM B 68:173,"villakraas, kastiga",,puit
612447,ERM B 68:173,"villakraas, kastiga",kuusk,puit
612447,ERM B 68:173,"villakraas, kastiga",metall,puit
612447,ERM B 68:173,"villakraas, kastiga",mänd,puit
612447,ERM B 68:173,"villakraas, kastiga",nahk,puit
612448,ERM B 68:174,kühvel,kask,puit
612449,ERM B 68:175,saapasulane,,puit
612449,ERM B 68:175,saapasulane,kuusk,puit
612449,ERM B 68:175,saapasulane,,puit
612449,ERM B 68:175,saapasulane,mänd,puit
612450,ERM B 68:176,hark,raud,metall
612451,ERM B 68:177,leivanõu,lehtpuu,puit
612452,ERM B 68:178,seaküna,mänd,puit
612453,ERM B 68:179,kirst,okaspuit,puit
612453,ERM B 68:179,kirst,raud,puit
612454,ERM B 68:180,tool,kuusk,puit
612454,ERM B 68:180,tool,saar,puit
612455,ERM B 69:1,seinaplaat Kuusk,kuusk,puit
612456,ERM B 69:2,piimanõu,kask,puit
612456,ERM B 69:2,piimanõu,kuusk,puit
612456,ERM B 69:2,piimanõu,,puit
612457,ERM B 69:3,alusseelik,linane,tekstiil
612458,ERM B 69:4,seelik,,tekstiil
612458,ERM B 69:4,seelik,linane,tekstiil
612458,ERM B 69:4,seelik,puuvill,tekstiil
612458,ERM B 69:4,seelik,riie,tekstiil
612458,ERM B 69:4,seelik,,tekstiil
612459,ERM B 69:5,alusseelik,,tekstiil
612459,ERM B 69:5,alusseelik,linane,tekstiil
612459,ERM B 69:5,alusseelik,puuvill,tekstiil
612459,ERM B 69:5,alusseelik,riie,tekstiil
612459,ERM B 69:5,alusseelik,vill,tekstiil
612461,ERM B 70:1,pealinik,lina,tekstiil
612461,ERM B 70:1,pealinik,puuvill,tekstiil
612461,ERM B 70:1,pealinik,vill,tekstiil
612462,ERM B 70:2,"särk, naiste",lina,tekstiil
612462,ERM B 70:2,"särk, naiste",vill,tekstiil
612464,ERM B 70:4,pealinik,linane,tekstiil
612464,ERM B 70:4,pealinik,lõng,tekstiil
612464,ERM B 70:4,pealinik,pael,tekstiil
612464,ERM B 70:4,pealinik,,tekstiil
612464,ERM B 70:4,pealinik,pits,tekstiil
612464,ERM B 70:4,pealinik,,tekstiil
612464,ERM B 70:4,pealinik,poeriie,tekstiil
612464,ERM B 70:4,pealinik,puuvill,tekstiil
612464,ERM B 70:4,pealinik,riie,tekstiil
612464,ERM B 70:4,pealinik,siid,tekstiil
612464,ERM B 70:4,pealinik,vill,tekstiil
612464,ERM B 70:4,pealinik,vill,tekstiil
612468,ERM B 70:8,"vöö, meeste",kude,tekstiil
612468,ERM B 70:8,"vöö, meeste",puuvill,tekstiil
612468,ERM B 70:8,"vöö, meeste",lõim,tekstiil
612468,ERM B 70:8,"vöö, meeste",vill,tekstiil
612469,ERM B 70:9,pealinik,,tekstiil
612471,ERM B 87:122/ab,"viisud, suveniir",niin,puit
612473,ERM B 87:124,kedervars,kask,puit
612493,ERM B 87:144,vöö,lõng,tekstiil
612493,ERM B 87:144,vöö,metall,tekstiil
612493,ERM B 87:144,vöö,nööp,tekstiil
612493,ERM B 87:144,vöö,pärl,tekstiil
612493,ERM B 87:144,vöö,vill,tekstiil
612494,ERM B 87:145,vöö,vill,tekstiil
612500,ERM B 88:1,"rinnaehe, rahadega",hõbe,metall
612500,ERM B 88:1,"rinnaehe, rahadega",klaas,klaas
612500,ERM B 88:1,"rinnaehe, rahadega",münt,metall
612501,ERM B 88:2,pealinik,kanep,tekstiil
612501,ERM B 88:2,pealinik,kodukootud kangas,tekstiil
612502,ERM B 88:3,pealinik,kanep,tekstiil
612502,ERM B 88:3,pealinik,riie,tekstiil
612502,ERM B 88:3,pealinik,kodukootud kangas,tekstiil
612503,ERM B 88:4,pealinik,kanep,tekstiil
612503,ERM B 88:4,pealinik,riie,tekstiil
612503,ERM B 88:4,pealinik,kodukootud kangas,tekstiil
612504,ERM B 88:5,pealinik,kanep,tekstiil
612504,ERM B 88:5,pealinik,niit,tekstiil
612504,ERM B 88:5,pealinik,,tekstiil
612504,ERM B 88:5,pealinik,lõng,tekstiil
612504,ERM B 88:5,pealinik,puuvill,tekstiil
612504,ERM B 88:5,pealinik,riie,tekstiil
612504,ERM B 88:5,pealinik,kodukootud kangas,tekstiil
612504,ERM B 88:5,pealinik,vill,tekstiil
612505,ERM B 88:6,pealinik,kanep,tekstiil
612505,ERM B 88:6,pealinik,niit,tekstiil
612505,ERM B 88:6,pealinik,,tekstiil
612505,ERM B 88:6,pealinik,,tekstiil
612505,ERM B 88:6,pealinik,,tekstiil
612505,ERM B 88:6,pealinik,,tekstiil
612505,ERM B 88:6,pealinik,lõng,tekstiil
612505,ERM B 88:6,pealinik,puuvill,tekstiil
612505,ERM B 88:6,pealinik,riie,tekstiil
612505,ERM B 88:6,pealinik,kodukootud kangas,tekstiil
612505,ERM B 88:6,pealinik,vill,tekstiil
612506,ERM B 88:7,pealinik,kanep,tekstiil
612506,ERM B 88:7,pealinik,kangas,tekstiil
612506,ERM B 88:7,pealinik,lõng,tekstiil
612506,ERM B 88:7,pealinik,niit,tekstiil
612506,ERM B 88:7,pealinik,pael,tekstiil
612506,ERM B 88:7,pealinik,puuvill,tekstiil
612506,ERM B 88:7,pealinik,vill,tekstiil
612507,ERM B 88:8,peaehe,hõbe,metall
612508,ERM B 88:9,pealiniku ots,kanep,tekstiil
612508,ERM B 88:9,pealiniku ots,kangas,tekstiil
612508,ERM B 88:9,pealiniku ots,niit,tekstiil
612508,ERM B 88:9,pealiniku ots,pael,tekstiil
612508,ERM B 88:9,pealiniku ots,puuvill,tekstiil
612508,ERM B 88:9,pealiniku ots,vill,tekstiil
612509,ERM B 88:10,pealinik,kanep,tekstiil
612509,ERM B 88:10,pealinik,kangas,tekstiil
612509,ERM B 88:10,pealinik,labane kangas,tekstiil
612509,ERM B 88:10,pealinik,lõng,tekstiil
612509,ERM B 88:10,pealinik,niit,tekstiil
612509,ERM B 88:10,pealinik,pael,tekstiil
612509,ERM B 88:10,pealinik,puuvill,tekstiil
612509,ERM B 88:10,pealinik,vill,tekstiil
612510,ERM B 88:11,peapael,lõng,tekstiil
612510,ERM B 88:11,peapael,pits,tekstiil
612510,ERM B 88:11,peapael,puuvill,tekstiil
612510,ERM B 88:11,peapael,vill,tekstiil
612511,ERM B 88:12,vöörätt,kanep,tekstiil
612511,ERM B 88:12,vöörätt,labane kangas,tekstiil
612511,ERM B 88:12,vöörätt,lõng,tekstiil
612511,ERM B 88:12,vöörätt,niit,tekstiil
612511,ERM B 88:12,vöörätt,puuvill,tekstiil
612511,ERM B 88:12,vöörätt,vill,tekstiil
612512,ERM B 88:13/ab,korv,toht,puit
612513,ERM B 88:14/ab,"viisud, naiste",pärn,puit
612514,ERM B 88:15/ab,"viisud, meeste",pärn,puit
612515,ERM B 88:16,pealinik,kanep,tekstiil
612516,ERM B 88:17,"kaelakett, rahadega",hõbe,metall
612516,ERM B 88:17,"kaelakett, rahadega",kett,metall
612516,ERM B 88:17,"kaelakett, rahadega",münt,metall
612516,ERM B 88:17,"kaelakett, rahadega",valge metall,metall
612517,ERM B 88:18,"kaelaehe, rahadega",hõbe,metall
612517,ERM B 88:18,"kaelaehe, rahadega",kangas,metall
612517,ERM B 88:18,"kaelaehe, rahadega",,metall
612518,ERM B 88:19,"vöö, naiste",kude,tekstiil
612518,ERM B 88:19,"vöö, naiste",lõim,tekstiil
612518,ERM B 88:19,"vöö, naiste",puuvill,tekstiil
612519,ERM B 88:20,särgi kinnise kant,labane kangas,tekstiil
612519,ERM B 88:20,särgi kinnise kant,niit,tekstiil
612519,ERM B 88:20,särgi kinnise kant,puuvill,tekstiil
612520,ERM B 88:21,peapael,atlasriie,tekstiil
612520,ERM B 88:21,peapael,labane kangas,tekstiil
612520,ERM B 88:21,peapael,mulinee,tekstiil
612520,ERM B 88:21,peapael,pael,tekstiil
612520,ERM B 88:21,peapael,puuvill,tekstiil
612520,ERM B 88:21,peapael,siid,tekstiil
612520,ERM B 88:21,peapael,,tekstiil
612521,ERM B 88:22,särgi kinnise kant,,tekstiil
612521,ERM B 88:22,särgi kinnise kant,labane kangas,tekstiil
612521,ERM B 88:22,särgi kinnise kant,mulinee,tekstiil
612521,ERM B 88:22,särgi kinnise kant,puuvill,tekstiil
612521,ERM B 88:22,särgi kinnise kant,tikand,tekstiil
612522,ERM B 98:12,püünisrauad,raud,metall
612523,ERM B 98:13,õng,,metall
612523,ERM B 98:13,õng,paju,puit
612523,ERM B 98:13,õng,,metall
612523,ERM B 98:13,õng,raud,metall
612523,ERM B 98:13,õng,tamiil,plastik
612523,ERM B 98:13,õng,tehismaterjal,plastik
612523,ERM B 98:13,õng,tina,metall
612523,ERM B 98:13,õng,traat,metall
612523,ERM B 98:13,õng,vask,metall
612524,ERM B 98:14,vaalikurikas,kask,puit
612525,ERM B 98:15,märss,puit,puit
612525,ERM B 98:15,märss,toht,puit
612527,ERM B 98:16,kätepesuanum,vask,metall
612528,ERM B 98:17,"müts, naiste",vill,tekstiil
612528,ERM B 98:17,"müts, naiste",riie,tekstiil
612528,ERM B 98:17,"müts, naiste",siid,tekstiil
612528,ERM B 98:17,"müts, naiste",vill,tekstiil
612529,ERM B 98:18/ab,küünlajalg,klaas,klaas
612531,ERM B 98:20,käterätt,lina,tekstiil
612533,ERM B 98:22,höövel,kask,puit
612533,ERM B 98:22,höövel,raud,metall
612534,ERM B 98:23,höövel,kask,puit
612534,ERM B 98:23,höövel,raud,puit
612535,ERM B 98:24/ab,höövel,kask,puit
612536,ERM B 98:25,triikraud,raud,metall
612537,ERM B 98:26,pajakonks,raud,metall
612538,ERM B 98:27,sõnnikuhark,raud,metall
612539,ERM B 98:28,triikraud,kask,metall
612539,ERM B 98:28,triikraud,,metall
612539,ERM B 98:28,triikraud,raud,metall
612540,ERM B 98:29,lehmakrapp,metall,metall
612540,ERM B 98:29,lehmakrapp,raud,metall
612540,ERM B 98:29,lehmakrapp,raudplekk,metall
612540,ERM B 98:29,lehmakrapp,,metall
612541,ERM B 98:30,rööbits,kask,puit
612541,ERM B 98:30,rööbits,pakk,puit
612541,ERM B 98:30,rööbits,,puit
612541,ERM B 98:30,rööbits,õunapuu,puit
612543,ERM B 98:32,põll,puuvill,tekstiil
612544,ERM B 98:33,pudrumänd,mänd,puit
612550,ERM B 98:39/abc,võikirn,,puit
612550,ERM B 98:39/abc,võikirn,kadakas,puit
612550,ERM B 98:39/abc,võikirn,kask,puit
612550,ERM B 98:39/abc,võikirn,kuusk,puit
612550,ERM B 98:39/abc,võikirn,vits,puit
612553,ERM B 98:42,kirves,raud,metall
612555,ERM B 98:44,anum,kadakas,puit
612555,ERM B 98:44,anum,kuusk,puit
612555,ERM B 98:44,anum,vits,puit
612556,ERM B 98:45,lehmakell,metall,metall
612556,ERM B 98:45,lehmakell,raud,metall
612556,ERM B 98:45,lehmakell,raudplekk,metall
612556,ERM B 98:45,lehmakell,,metall
612557,ERM B 98:46,lehmakell,,metall
612557,ERM B 98:46,lehmakell,metall,metall
612557,ERM B 98:46,lehmakell,nahk,metall
612557,ERM B 98:46,lehmakell,raud,metall
612557,ERM B 98:46,lehmakell,raudplekk,metall
612557,ERM B 98:46,lehmakell,rihm,metall
612558,ERM B 98:47,hälliviburõngas,raud,metall
612560,ERM B 98:49,kauss,puit,puit
612562,ERM B 98:51/ab,kedervarre treimise pink,kask,puit
612562,ERM B 98:51/ab,kedervarre treimise pink,kiil,puit
612562,ERM B 98:51/ab,kedervarre treimise pink,kuusk,puit
612562,ERM B 98:51/ab,kedervarre treimise pink,,puit
612562,ERM B 98:51/ab,kedervarre treimise pink,,puit
612563,ERM B 98:52,höövel,kask,puit
612564,ERM B 98:53,poolivärten,kask,puit
612564,ERM B 98:53,poolivärten,pakk,puit
612564,ERM B 98:53,poolivärten,raud,metall
612565,ERM B 98:54,suga,lina,puit
612565,ERM B 98:54,suga,mänd,puit
612566,ERM B 98:55,käterätt,lina,tekstiil
612566,ERM B 98:55,käterätt,puuvill,tekstiil
612567,ERM B 98:56,kaelakoogud,kask,puit
612568,ERM B 98:57,pesukurikas,kask,puit
612569,ERM B 98:58,hark,kask,puit
612570,ERM B 98:59,koot,kask,puit
612570,ERM B 98:59,koot,kolk,puit
612570,ERM B 98:59,koot,kuusk,puit
612570,ERM B 98:59,koot,nahk,puit
612570,ERM B 98:59,koot,rihm,puit
612570,ERM B 98:59,koot,,puit
612571,ERM B 98:60,kraasimishari,harjas,nahk
612571,ERM B 98:60,kraasimishari,kask,puit
612571,ERM B 98:60,kraasimishari,metall,metall
612571,ERM B 98:60,kraasimishari,traat,metall
612599,ERM B 114:81,nõu,pärn,puit
612599,ERM B 114:81,nõu,,puit
612599,ERM B 114:81,nõu,toht,puit
612600,ERM B 114:82/ab,viisuliistud,kask,puit
612601,ERM B 114:83,nõu,kasetoht,puit
612601,ERM B 114:83,nõu,pärn,puit
612601,ERM B 114:83,nõu,,puit
612601,ERM B 114:83,nõu,toht,puit
612601,ERM B 114:83,nõu,traat,puit
612601,ERM B 114:83,nõu,vask,puit
612602,ERM B 114:84,mesilaste süleminõu,metall,puit
612602,ERM B 114:84,mesilaste süleminõu,pärn,puit
612602,ERM B 114:84,mesilaste süleminõu,traat,puit
612603,ERM B 114:85,nõu,kasetoht,puit
612603,ERM B 114:85,nõu,pärn,puit
612603,ERM B 114:85,nõu,,puit
612603,ERM B 114:85,nõu,toht,puit
612604,ERM B 114:86,uhmer,kask,puit
612605,ERM B 114:87,"nõu, õlle tegemise",haab,puit
