object_id,material,material_category
629859,punane,tekstiil
629859,puuvillane,tekstiil
629859,sik-sak,tekstiil
629859,valge pits,tekstiil
629859,villane,tekstiil
629860,lina,tekstiil
629860,puuvill,tekstiil
629861,puuvill,tekstiil
629865,puuvill,tekstiil
629865,siid,tekstiil
629866,plast,plastik
629866,vill,plastik
629867,plast,plastik
629867,vill,plastik
629868,puuvill,tekstiil
629869,siid,tekstiil
629870,saviglasuur,keraamika
629871,metall,metall
629871,puit,puit
629872,nailon,tekstiil
629872,pannal,tekstiil
629872,pits,tekstiil
629872,plast,tekstiil
629872,puuvill,tekstiil
629873,puuvill,tekstiil
629874,puuvill,tekstiil
629875,akrüül,tekstiil
629876,puuvill,tekstiil
629877,puuvill,tekstiil
629878,metall,metall
629879,email,keraamika
629879,savi,keraamika
629880,metall,metall
629881,klaas,klaas
629881,metall,metall
629882,metall,metall
629882,nahk,metall
629882,trukk,metall
629883,metall,metall
629883,puit,puit
629884,klaas,klaas
629884,metall,metall
629885,metall,metall
629886,nahk,nahk
629887,vill,tekstiil
629888,metall,metall
629890,metall,metall
629891,siid,tekstiil
629893,vill,tekstiil
629894,raud,metall
629895,puit,puit
629895,raud,metall
629896,puit,puit
629896,raud,metall
629897,puit,puit
629897,raud,metall
629898,puit,puit
629898,takk,puit
629899,puit,puit
629899,raud,metall
629900,raud,metall
629901,metall,metall
629902,puit,puit
629903,puit,puit
629904,puuvill,tekstiil
630417,kask,puit
630417,vill,tekstiil
630419,haab,puit
630421,vask,metall
630422,lehtpuu,puit
630422,lina,puit
630422,okaspuit,puit
630422,soa piid,puit
630422,soa raam,puit
630422,niied,puit
630423,metall,metall
630424,toht,puit
630426,vask,metall
630427,kuusk,puit
630428,metall,metall
630429,vask,metall
630430,kõrkjad,puit
630430,taimne kiud,puit
630433,linane,tekstiil
630433,ruuduline,tekstiil
630434,toht,puit
630435,kask,puit
630436,toht,puit
630437,kuusk,puit
630437,toht,puit
630438,kuusk,puit
630438,,puit
630438,kaas,puit
630438,toht,puit
630439,kuusk,puit
630439,pärn,puit
630439,,puit
630440,lõng,tekstiil
630440,puuvillane,tekstiil
630440,riie,tekstiil
630442,lõng,tekstiil
630442,villane,tekstiil
630443,käepide,
630443,lehtpuu,puit
630443,metall,metall
630443,mänd,puit
630444,alumiinium,metall
630445,lehtpuu,puit
630445,nahk,nahk
630445,nöör,tekstiil
630445,present,plastik
630445,takk,tekstiil
630445,tekstiil,tekstiil
630445,toht,tekstiil
630446,toht,puit
630447,lehtpuu,puit
630447,okaspuit,puit
630447,pool,puit
630448,lehtpuu,puit
630448,nahk,nahk
630450,kask,puit
630451,vill,tekstiil
630452,lehtpuu,puit
630452,raud,metall
630453,linane,tekstiil
630453,loomanahk,nahk
630453,niit,tekstiil
630453,pargitud,nahk
630453,punutud nöör,tekstiil
630453,villane,tekstiil
630454,toht,puit
630455,lina,tekstiil
630455,nahk,nahk
630455,niit,tekstiil
630456,kask,puit
630456,metall,metall
630456,nahk,nahk
630457,okaspuit,puit
630457,,puit
630457,kaas,puit
630457,toht,puit
630458,lehtpuu,puit
630458,metall,metall
630459,lehtpuu,puit
630461,kuusk,puit
630461,riie,tekstiil
630461,takk,puit
630461,toht,puit
630462,lõng,tekstiil
630462,villane,tekstiil
630465,lehtpuu,puit
630466,lehtpuu,puit
630467,lehtpuu,puit
630468,juured,puit
630468,puit,puit
630469,puuvill,tekstiil
630470,puuvill,tekstiil
630471,savi,keraamika
630473,puuvill,tekstiil
630474,nahk,tekstiil
630474,polüester,tekstiil
630474,vooder,tekstiil
630476,nahk,nahk
630476,puuvillane,nahk
630476,riie,nahk
630479,karusnahk,nahk
630479,põder,nahk
630479,riie,nahk
630479,sünteetika,nahk
630479,villane,nahk
630479,vilt,nahk
630480,puuvillane,nahk
630480,riie,nahk
630480,sünteeskiud,nahk
630480,vilt,nahk
630481,nahk,nahk
630483,karusnahk,nahk
630483,põhjapõder,nahk
630483,valge,nahk
630483,pruun,nahk
630483,küljed ja ülaäär   labases koes,nahk
630483,villane,nahk
630483,nahk,nahk
630483,nöör,nahk
630483,puuvillane,nahk
630483,villane,nahk
630483,vooder,nahk
630484,nahk,nahk
630484,põhjapõder,nahk
630485,kask,puit
630485,nahk,nahk
630485,raud,puit
630485,rihm,nahk
630485,tera,puit
630485,tupp,nahk
630485,käepide,puit
630486,alumiinium,metall
630486,puit,puit
630486,raud,metall
630486,tekstiil,tekstiil
630486,tera,metall
630486,traat,metall
630486,tupp,metall
630486,käepide,
630487,kask,puit
630487,nahk,nahk
630488,nahk,nahk
630488,puuvillane riie,tekstiil
630488,pearätik,tekstiil
630488,puuvillane,tekstiil
630489,nahk,nahk
630491,puuvill,tekstiil
630492,puuvill,tekstiil
630493,kask,puit
630493,nahk,nahk
630493,raud,metall
630493,rihm,
630493,tera,metall
630493,tupp,nahk
630493,käepide,puit
630494,kask,puit
630495,nahk,nahk
630495,present,tekstiil
630495,sünteetika,tekstiil
630495,tald,
630497,kalev (riidesort),nahk
630497,karusnahk,nahk
630497,nahk,nahk
630497,põhjapõder,nahk
630497,riideriba,nahk
630499,pilliroog,puit
630499,taimne kiud,puit
630500,pilliroog,puit
630500,taimne kiud,puit
630502,niin,puit
630502,pärn,puit
630504,lina,tekstiil
630504,puuvill,tekstiil
630946,toht,puit
630947,lina,tekstiil
630947,lõim,tekstiil
630947,vill,tekstiil
630947,valge,tekstiil
630948,puit,puit
630949,puit,puit
630950,puit,puit
630951,puit,puit
630952,puit,puit
630953,puit,puit
630988,lina,tekstiil
630988,puuvill,tekstiil
630988,puuvillane,tekstiil
630988,labane valge riie,tekstiil
630988,valge riie,tekstiil
630989,linane,tekstiil
630989,punase lõngaga,tekstiil
630989,puuvillane,tekstiil
630989,riie,tekstiil
630990,toht,puit
630992,kask,puit
630993,metall,metall
630993,puit,puit
630993,teravik,metall
630994,puit,puit
630994,raud,metall
630995,raud,puit
630996,kask,puit
630996,klots,puit
630996,kuusk,puit
630996,raud,puit
630997,raud,puit
630998,puit,puit
630998,raud,metall
630999,raud,metall
631000,kude,tekstiil
631000,lõim,tekstiil
631000,puuvillane,tekstiil
631000,siid,tekstiil
631007,labane riie,tekstiil
631007,linane,tekstiil
631007,puuvillane,tekstiil
631007,tikand,tekstiil
631007,tikand ja narmad,tekstiil
631007,villane,tekstiil
631008,lilleline,tekstiil
631008,labane riie,tekstiil
631008,linane,tekstiil
631008,puuvillane,tekstiil
631009,linane,tekstiil
631009,puuvillane,tekstiil
631009,riie,tekstiil
631009,riie punase vöökirjaga,tekstiil
631009,sinine satäänlint,tekstiil
631010,puuvillane,tekstiil
631010,tikand,tekstiil
631011,linane,tekstiil
631011,ruuduline,tekstiil
631012,nahk,nahk
631012,raud,metall
631012,savi,keraamika
631013,puuvill,tekstiil
631013,toht,puit
631014,kask,puit
631014,metall,metall
631014,nahk,nahk
631015,kask,puit
631016,toht,puit
631017,haab,puit
631018,toht,puit
631019,metall,metall
631019,tamm,puit
631020,lina,puit
631020,toht,puit
631021,kandepael,nahk
631021,lina,nahk
631021,metall,nahk
631021,nahk,nahk
631021,puit,nahk
631021,pulk,nahk
631021,rõngas,nahk
631023,kuusk,puit
631024,kuusk,puit
631025,kask,puit
631026,kask,puit
631027,kask,puit
631027,kolk,puit
631027,kuusk,puit
631027,nahk,puit
631027,vars,puit
631028,aluspadi,puit
631028,kask,puit
631028,kuusk,puit
631028,raud,puit
631029,kask,puit
631030,metall,metall
631030,saar,puit
631031,kask,puit
631031,kuusk,puit
631031,külgpuu,puit
631031,telg,puit
631634,labane riie,tekstiil
631634,lina,tekstiil
631637,kanep,tekstiil
631637,lina,tekstiil
631638,luu,luu
631638,metall,metall
631638,nahk,metall
631638,puit,puit
631639,puit,puit
631641,toht,puit
631642,toht,puit
631643,brokaat (riidesort),tekstiil
631643,labane kangas,tekstiil
631643,linane,tekstiil
631643,pael,tekstiil
631643,siid,tekstiil
631644,labane kangas,tekstiil
631644,linane,tekstiil
631644,pael,tekstiil
631644,siid,tekstiil
631646,labane kangas,tekstiil
631646,linane,tekstiil
631648,puit,puit
631649,messing,metall
631649,puit,puit
631650,kask,puit
631651,mänd,puit
631652,kask,puit
631653,okaspuit,puit
631654,lehtpuu,puit
631655,kadakas,puit
631656,tamm,puit
631657,haab,puit
631658,haab,puit
631658,puuvill,puit
631659,haab,puit
631659,puuvill,puit
631660,lehtpuu,puit
631661,puit,puit
631662,lina,puit
631662,puit,puit
631663,kask,puit
631664,puit,puit
631665,puit,puit
631666,puit,puit
631667,kask,puit
631668,harjas,nahk
631668,nöör,tekstiil
631668,vaik,puit
631669,harjas,nahk
631669,nöör,tekstiil
631669,vaik,puit
631670,mänd,puit
631670,saar,puit
631670,sulg,puit
631672,kanep,tekstiil
631672,riie,tekstiil
631672,siid,tekstiil
631672,tikand,tekstiil
631672,tumepunane,tekstiil
631672,villane,tekstiil
631721,jalakas,puit
631721,kaigas,puit
631721,kask,puit
631721,kurikas,puit
631722,mänd,puit
631723,kuusk,puit
631723,lauad,puit
631723,nahk,nahk
631723,pakk,
631723,raud,metall
631723,saar,puit
631724,puit,puit
631725,puit,puit
631727,haab,puit
631727,niin,puit
631728,metall,metall
631729,kask,puit
631729,raud,metall
631730,metall,metall
631731,metall,metall
631732,metall,metall
631732,nahk,nahk
631732,pannal,metall
631732,vask,metall
631733,kuusk,puit
631733,,puit
631733,vineer,puit
631734,puit,puit
631736,haab,puit
631736,kuusk,puit
631736,niin,puit
631737,mänd,puit
631738,kask,puit
631739,kadakas,puit
631740,kask,puit
631741,kask,puit
631742,kask,puit
631743,kuusk,puit
631743,mänd,puit
631744,riie,tekstiil
631744,puuvillane,tekstiil
631744,roheline riie,tekstiil
631744,siid,tekstiil
631745,labane riie,tekstiil
631745,linane,tekstiil
631745,punane lõng,tekstiil
631745,puuvillane,tekstiil
631746,niit,tekstiil
631746,puuvillane,tekstiil
631746,riideräbalad,tekstiil
631747,kask,puit
631748,kask,puit
631749,kask,puit
631749,raud,metall
631750,geomeetriline muster,tekstiil
631750,linane,tekstiil
631750,puuvillane,tekstiil
631750,riie,tekstiil
631751,linane,tekstiil
631752,linane,tekstiil
631752,niit,tekstiil
631752,riie,tekstiil
631753,metall,metall
631753,nahk,nahk
631753,savi,keraamika
631754,lina,tekstiil
631754,sarapuu,puit
631755,linane,tekstiil
631755,lõng,tekstiil
631755,pleegitamata,tekstiil
631755,puuvillane,tekstiil
631756,linane,tekstiil
631756,lõng,tekstiil
631756,puuvillane,tekstiil
631756,riie,tekstiil
631757,linane,tekstiil
631757,pleegitatud labane kangas,tekstiil
631757,puuvillane,tekstiil
631757,värviline lõng,tekstiil
631758,linane,tekstiil
631758,lõng,tekstiil
631758,puuvillane,tekstiil
631758,riie,tekstiil
631760,kootud,tekstiil
631760,linane,tekstiil
631760,lõng,tekstiil
631760,puuvillane,tekstiil
631762,koot,puit
631762,kuusk,puit
631762,lehtpuu,puit
631762,nahk,nahk
631762,rihm,nahk
631762,vars,puit
631763,nöör,puit
631763,puit,puit
631763,pulk,puit
631763,takk,puit
631763,toht,puit
631765,toht,puit
631766,toht,puit
631767,kuusk,puit
632345,puit,puit
632346,puit,puit
632348,metall,metall
632348,puit,puit
632352,saar,puit
632353,kask,puit
632353,raud,metall
632354,paju,puit
632355,paju,puit
632356,paju,puit
632357,lepp,puit
632358,lepp,puit
632359,puit,puit
632360,puit,puit
632361,sarv,puit
632361,tamm,puit
632362,kask,puit
632363,lepp,puit
632364,lepp,puit
632365,lepp,puit
632366,metall,metall
632366,puit,puit
632367,puit,puit
632367,vokipool,puit
632368,puit,puit
632368,vokipooli kettast,puit
632369,nöör,tekstiil
632369,puit,puit
632369,raud,metall
632369,takk,puit
632370,saar,puit
632371,raud,metall
632372,raud,metall
632372,saar,puit
632373,raud,metall
632374,merevaik (fossiilvaik),puit
632374,puit,puit
632374,sarv,luu
632375,nöör,tekstiil
632375,raud,metall
632376,puit,puit
632377,puit,puit
632378,kadakas,puit
632379,mänd,puit
632380,kadakas,puit
632381,puit,puit
632382,raud,metall
632383,lehtpuu,puit
632384,mänd,puit
632385,juured,puit
632385,mänd,puit
632386,mänd,puit
632386,paju,puit
632386,sang,puit
632387,mänd,puit
632388,puit,puit
632389,mänd,puit
632390,nöör,tekstiil
632390,puit,puit
632391,kuusk,puit
632391,raud,metall
632391,vars,
632392,raud,metall
632393,puit,puit
632394,raud,metall
632395,kanep,puit
632395,nöör,tekstiil
632395,sarapuu,puit
632396,lina,tekstiil
632396,pael,tekstiil
632396,paju,puit
632449,lehtpuu,puit
632449,lina,puit
632449,vahtrast või kuslapuust piid,puit
632450,kask,puit
632450,raud,puit
632451,puuvill,tekstiil
632451,toht,tekstiil
632452,toht,puit
632453,mänd,puit
632454,toht,puit
632455,palmik,puit
632455,sarapuu,puit
632455,õlg,puit
632456,pärn,puit
632457,lehtpuu,puit
632458,tamm,puit
632459,kasetoht,puit
632459,kask,puit
632459,tamm,puit
632460,kasetoht,puit
632460,kask,puit
632460,tamm,puit
632461,toht,puit
632462,tekstiil,tekstiil
632462,toht,puit
632463,kask,puit
632466,jäme toimne kude,tekstiil
632466,linane,tekstiil
633033,valge,tekstiil
633033,sinine,tekstiil
633033,suitsukarvahall ja must,tekstiil
633033,villane,tekstiil
633037,kude,tekstiil
633037,lõim,tekstiil
633037,puuvillane,tekstiil
633037,villane,tekstiil
633038,villane,tekstiil
633039,pikitriibuline,tekstiil
633039,villane,tekstiil
633040,villane,tekstiil
633042,juured,puit
633042,puit,puit
633044,puit,puit
633053,lõng,tekstiil
633053,vill,tekstiil
633054,kude,tekstiil
633054,lõim,tekstiil
633054,puuvillane,tekstiil
633054,villane,tekstiil
633055,kude,tekstiil
633055,lõim,tekstiil
633055,puuvillane,tekstiil
633055,villane,tekstiil
633056,kude,tekstiil
633056,lõim,tekstiil
633056,puuvillane,tekstiil
633056,villane,tekstiil
633057,värviline,tekstiil
633057,lõim,tekstiil
633057,puuvillane,tekstiil
633059,kude,tekstiil
633059,lõim,tekstiil
633059,puuvillane,tekstiil
633059,villane,tekstiil
633060,lõim,tekstiil
633060,puuvillane,tekstiil
633062,pits,tekstiil
633062,puuvill,tekstiil
633062,riidesort,tekstiil
633062,sits (riidesort),tekstiil
633063,klaas,klaas
633063,metall,metall
633063,pael,tekstiil
633063,pärlid,luu
633063,siid,tekstiil
633063,tsingitud raudplekk,metall
633064,pael,tekstiil
633064,siid,tekstiil
633066,klaas,tekstiil
633066,pael ja rosett,tekstiil
633066,pärlid,tekstiil
633066,siid,tekstiil
633067,puuvill,tekstiil
633067,sits (riidesort),tekstiil
633068,kalev (riidesort),tekstiil
633068,loogakujuline,tekstiil
633068,luu,tekstiil
633068,loomanahk,tekstiil
633068,nahk,tekstiil
633068,villane,tekstiil
633069,kalev (riidesort),tekstiil
633069,lind,tekstiil
633069,puuvillane,tekstiil
633069,sulg,tekstiil
633069,valge pleekimata riie,tekstiil
633069,villane,tekstiil
633070,kalev (riidesort),tekstiil
633070,kude,tekstiil
633070,lõim,tekstiil
633070,punane,tekstiil
633070,puuvillane,tekstiil
633070,villane,tekstiil
633071,villane,tekstiil
633072,villane,tekstiil
633073,valge ja pruun,tekstiil
633073,villane,tekstiil
633074,kalev (riidesort),tekstiil
633074,punane,tekstiil
633074,sinine,tekstiil
633074,,tekstiil
633074,villane,tekstiil
633747,villane,tekstiil
633748,,tekstiil
633748,kalev (riidesort),tekstiil
633748,karusnahk,tekstiil
633748,sits (riidesort),tekstiil
633748,puuvillane,tekstiil
633748,sinine,tekstiil
633749,kalev (riidesort),tekstiil
633749,pael,tekstiil
633749,pits,tekstiil
633749,punane,tekstiil
633749,puuvillane,tekstiil
633749,siid,tekstiil
633750,karusnahk,tekstiil
633750,põdravasikas,tekstiil
633751,kalev (riidesort),nahk
633751,karusnahk,nahk
633751,põdranahk,nahk
633752,kalev (riidesort),tekstiil
633752,karusnahk,nahk
633752,kingad,
633752,puu,puit
633752,puit,puit
633752,umbkuub,tekstiil
633753,kalev (riidesort),tekstiil
633753,karusnahk,nahk
633753,kingad,nahk
633753,puu,puit
633753,puit,puit
633753,umbkuub,tekstiil
633761,puit,puit
633762,põder,luu
633762,sarv,luu
633766,nöör,tekstiil
633766,papp,paber
633766,takk,tekstiil
633767,nöör,tekstiil
633767,puuvill,tekstiil
633767,raud,metall
633767,tina,metall
633768,raud,metall
633769,puit,puit
633771,puit,puit
633772,puit,puit
633773,puit,puit
633774,puit,puit
633775,kask,puit
633776,vilt,tekstiil
633777,tekstiil,tekstiil
633778,saar,puit
633779,saar,puit
633780,saar,puit
633781,raud,metall
633782,mänd,puit
633783,mänd,puit
634444,kalev (riidesort),tekstiil
634446,puuvillane,tekstiil
634446,riie,tekstiil
634451,karusnahk,nahk
634452,karusnahk,nahk
634452,villane,nahk
634453,kalev (riidesort),nahk
634453,nahk,nahk
634453,pargitud kollakaspruuni õhuke,nahk
634453,punane ja tumesinine,nahk
634455,kalev (riidesort),tekstiil
634455,nahk,nahk
634455,pargitud,nahk
634455,riie,tekstiil
634456,karusnahk,nahk
634457,lõng,tekstiil
634457,villane,tekstiil
634459,kalev (riidesort),tekstiil
634459,karusnahk,nahk
634459,punane,
634459,kollane ja sinine,
634460,haak,
634460,kalev (riidesort),
634460,lilleline,
634460,metall,
634460,puuvillane,
634460,õhuke,
634461,kalev (riidesort),
634461,karusnahk,
634461,lõng,
634461,põder,
634461,põdranahk,
634461,riie,
634461,villane,
634462,kalev (riidesort),
634462,karusnahk,
634462,lõng,
634462,pael,
634462,põhjapõder,
634462,villane,
634464,karusnahk,
634464,nahk,
634464,pargitud,
634464,põder,
634465,karusnahk,
634465,nahk,
634466,kalev (riidesort),
634466,pael,
634466,punane,
634466,puuvillane,
634467,luu,
634467,lõng,
634467,neet,
634467,vask,
634467,villane,
634468,kalev (riidesort),
634468,nahk,
634468,pael,
634468,pargitud,
634471,sarv,
634472,kask,
634472,pahk,
634473,kask,
634474,kask,
634474,pahk,
634475,kask,
634475,pahk,
635101,kask,puit
635101,pahk,puit
635102,puit,puit
635103,puit,puit
635103,raud,metall
635104,hinged,metall
635104,messing,metall
635104,puit,puit
635104,raud,metall
635104,rõngas,
635105,kanep,tekstiil
635105,nöör,tekstiil
635105,rõngas,puit
635105,sarv,luu
635106,nahk,nahk
635106,puit,puit
635107,nahk,nahk
635107,pargitud,nahk
635107,puit,puit
635107,puuvillane,tekstiil
635107,riie,tekstiil
635107,villane,tekstiil
635108,puuvillane,tekstiil
635108,riie,tekstiil
635108,sulg,tekstiil
635109,puit,puit
635113,luu,luu
635115,kude,
635115,valge,
635115,luu,luu
635115,lõim,
635115,sinine ja punane,
635115,nael,metall
635115,puuvillane,tekstiil
635115,vask,metall
635115,villane,tekstiil
635116,villane,tekstiil
635116,vöökiri,tekstiil
635117,kask,puit
635118,põder,luu
635118,sarv,luu
635122,kivim,kivim
635122,lina,tekstiil
635122,toht,puit
635127,mänd,puit
635129,haak,tekstiil
635129,kalev (riidesort),tekstiil
635129,luu,tekstiil
635129,pael,tekstiil
635129,punane,tekstiil
635129,kollane,tekstiil
635129,puuvillane,tekstiil
635129,sinine,tekstiil
635129,vooder,tekstiil
635130,kalev (riidesort),tekstiil
635130,punane pael,tekstiil
635130,kollane,tekstiil
635131,toimne riie,tekstiil
635131,villane,tekstiil
635132,puuvill,tekstiil
635132,ruuduline,tekstiil
635132,toimne,tekstiil
635132,vill,tekstiil
635133,puuvillane,tekstiil
635134,värvel,tekstiil
635134,kalev (riidesort),tekstiil
635134,karusnahk,tekstiil
635134,nahk,tekstiil
635134,põhjapõder,tekstiil
635135,kalev (riidesort),tekstiil
635135,karusnahk,tekstiil
635135,polster,tekstiil
635135,puuvillane,tekstiil
635135,põdranahk,tekstiil
635135,riie,tekstiil
635135,sulg,tekstiil
635135,vooder,tekstiil
635136,nahk,nahk
635136,pargitud,nahk
635764,puuvillane,tekstiil
635765,linane,luu
635765,luu,luu
635765,lõng,luu
635765,villane,luu
635765,vooder,luu
635767,kalev (riidesort),tekstiil
635767,nahk,nahk
635767,nöör,tekstiil
635767,puit,puit
635767,rõngad,metall
635767,vask,metall
635767,vöö,nahk
635768,nahk,nahk
635768,puit,puit
635769,hüljes,
635769,luu,luu
635769,nahk,nahk
635769,pulk,puit
635770,kalev (riidesort),tekstiil
635770,metall,metall
635774,kalev (riidesort),tekstiil
635774,nahk,nahk
635775,mänd,puit
635777,puit,puit
635778,labane kangas,tekstiil
635778,linane,tekstiil
635779,labane kangas,tekstiil
635779,lina,tekstiil
635780,klaas,tekstiil
635780,nööp,tekstiil
635780,tumesinine,tekstiil
635780,villane,tekstiil
635782,luu,tekstiil
635782,must riie,tekstiil
635782,nööp,tekstiil
635782,villane,tekstiil
635783,must riie,tekstiil
635783,nööp,tekstiil
635783,puuvillane,tekstiil
635783,pärlmutter,tekstiil
635783,ruuduline vooder ja seljatagune,tekstiil
635783,villane,tekstiil
635784,luu,tekstiil
635784,must riie,tekstiil
635784,nööp,tekstiil
635784,pael,tekstiil
635784,valgel põhjal muster,tekstiil
635784,sinine ja roosa muster,tekstiil
635784,villane,tekstiil
635785,lõng,tekstiil
635785,villane,tekstiil
635786,lõng,tekstiil
635786,villane,tekstiil
635790,mänd,puit
635791,raud,metall
635792,metall,metall
635793,raud,metall
635794,raud,metall
635795,raud,metall
635795,tamm,puit
635796,mänd,puit
635797,,tekstiil
635797,villane,tekstiil
635798,kude,tekstiil
635798,linane,tekstiil
635798,lõim,tekstiil
635798,villane,tekstiil
635799,villane,tekstiil
635820,lina,tekstiil
635820,linane,tekstiil
635820,riie,tekstiil
635820,vill,tekstiil
635822,lina,tekstiil
635822,vill,tekstiil
635824,lina,tekstiil
635824,vill,tekstiil
635826,lina,tekstiil
635826,vill,tekstiil
635837,lina,tekstiil
635837,vill,tekstiil
636399,litrid,plastik
636399,lina,tekstiil
636399,lõng,tekstiil
636399,puit,puit
636399,riie ja lõng,tekstiil
636399,vask,metall
636399,vill,tekstiil
636400,lina,tekstiil
636400,litrid,klaas
636400,puuvill,tekstiil
636400,riidest vooder,tekstiil
636400,riie,tekstiil
636400,vask,metall
636401,helmed,klaas
636401,punased ja roosad,tekstiil
636401,klaas,klaas
636401,mitmevärviline siid,tekstiil
636401,pael,tekstiil
636401,puuvillane,tekstiil
636401,pärl,luu
636401,valge pits,tekstiil
636401,valge riie,tekstiil
636401,violett ja kullakarva,tekstiil
636402,mänd,puit
636403,mänd,puit
636404,mänd,puit
636405,mänd,puit
636406,mänd,puit
636407,mänd,puit
636408,looduslik materjal,nahk
636408,loomne materjal,nahk
636409,mänd,puit
636410,lammas,luu
636410,luu,luu
636410,nöör,tekstiil
636410,puuvill,tekstiil
636411,lammas,luu
636411,luu,luu
636411,nöör,tekstiil
636411,puuvill,tekstiil
636412,raud,metall
636413,raud,metall
636414,raud,metall
636416,kask,puit
636417,kask,puit
636429,mänd,puit
636430,lammas,nahk
636430,nahk,nahk
636430,puit,puit
636431,kuusk,puit
636431,lina,tekstiil
636431,metall,metall
636431,traat,metall
636432,metall,metall
636433,puit,puit
636434,lina,tekstiil
636434,mänd,puit
636434,pulgad,puit
636434,võrgulõng,tekstiil
636435,kask,puit
636436,puit,puit
636437,vill,tekstiil
636438,lammas,tekstiil
636438,vilt,tekstiil
636439,villane,tekstiil
636441,raud,metall
636441,saar,puit
636442,raud,metall
636445,puit,puit
636446,linane,tekstiil
636446,riie,tekstiil
636447,lõng,tekstiil
636447,villane,tekstiil
636448,lõng,tekstiil
636448,villane,tekstiil
636449,raud,metall
636463,lina,tekstiil
636463,vill,tekstiil
637031,labane riie,tekstiil
637031,lina,tekstiil
637031,riie,tekstiil
637031,tikand,tekstiil
637031,vill,tekstiil
637031,värviline tikand,tekstiil
637032,labane riie,tekstiil
637032,lina,tekstiil
637032,litrid,plastik
637032,punane pael,tekstiil
637032,puuvill,tekstiil
637032,valgest labasest riidest,tekstiil
637032,vask,metall
637032,vill,tekstiil
637032,värviline tikand,tekstiil
637033,lina,tekstiil
637033,valge ja punane,tekstiil
637033,vill,tekstiil
637035,puit,puit
637037,puit,puit
637038,puit,puit
637039,kask,puit
637041,kask,puit
637042,hinged,metall
637042,nahk,nahk
637042,puit,puit
637042,raud,metall
637042,tripp,nahk
637043,kalev (riidesort),nahk
637043,lõng,nahk
637043,nahk,nahk
637043,pargitud,nahk
637043,riie,nahk
637043,villane,nahk
637044,kalev (riidesort),tekstiil
637044,punane pael,tekstiil
637044,kollane,tekstiil
637044,riie,tekstiil
637045,karu,nahk
637045,karusnahk,nahk
637045,pael,nahk
637045,puuvillane,nahk
637045,riie,nahk
637045,villane,nahk
637046,nahk,nahk
637046,põhjapõder,nahk
637047,nahk,nahk
637047,põhjapõder,nahk
637048,nahk,nahk
637048,põhjapõder,nahk
637052,toht,puit
637053,toht,puit
637054,toht,puit
637055,toht,puit
637056,toht,puit
637057,nahk,puit
637057,puit,puit
637057,rihm,puit
637057,tohusugad,puit
637058,toht,puit
637060,puit,puit
637061,puit,puit
637062,puit,puit
637063,puit,puit
637064,puit,puit
637065,mänd,puit
637066,kivim,kivim
637066,puit,puit
637067,metall,metall
637067,puit,puit
637068,metall,metall
637068,puit,puit
637069,metall,metall
637069,puit,puit
637070,metall,metall
637070,puit,puit
637071,mänd,puit
637073,jalg,metall
637073,,
637073,pilak,puit
637073,puit,puit
637073,raud,metall
637074,puit,puit
637090,lina,tekstiil
637090,puit,puit
637090,sulg,nahk
637090,õmblus,tekstiil
637095,metall,metall
637095,münt,metall
637096,nahk,nahk
637097,karusnahk,nahk
637098,looduslik kiud,tekstiil
637098,siid,tekstiil
637101,vask,metall
637102,pronks,metall
637102,raud,metall
637668,hõbe,metall
637668,kard,tekstiil
637668,litrid,klaas
637668,tikand,tekstiil
637668,vask,metall
637668,villane,tekstiil
637669,kodukootud kangas,tekstiil
637669,linane,tekstiil
637669,villane,tekstiil
637669,värviline lõng,tekstiil
637670,brokaat (riidesort),tekstiil
637670,kard,tekstiil
637670,linane,tekstiil
637670,litrid,klaas
637670,riie,tekstiil
637670,värviline tikand,tekstiil
637670,vask,metall
637670,villane,tekstiil
637671,kodukootud kangas,tekstiil
637671,linane,tekstiil
637671,litrid,klaas
637671,vask,metall
637672,taimne kiud,tekstiil
637672,õlg,tekstiil
637673,taimne kiud,tekstiil
637673,õlg,tekstiil
637674,lõng,tekstiil
637674,villane,tekstiil
637675,metall,metall
637675,puit,puit
637676,metall,metall
637676,puit,puit
637677,puit,puit
637678,toht,puit
637679,puit,puit
637679,toht,puit
637680,kadakas,puit
637680,kask,puit
637680,sang,puit
637681,puit,puit
637681,toht,puit
637682,toht,puit
637683,puit,puit
637684,puit,puit
637685,puit,puit
637686,lõng,tekstiil
637686,metall,metall
637686,villane,tekstiil
637687,lõng,tekstiil
637687,metall,metall
637687,villane,tekstiil
637688,lõng,tekstiil
637688,metall,metall
637688,villane,tekstiil
637690,kask,puit
637690,kuulikott,nahk
637690,lehter,puit
637690,metall,metall
637690,nahk,nahk
637690,sarv,luu
637690,toos,puit
637690,vask,metall
637696,puit,puit
637697,kivim,kivim
637697,toht,puit
637698,kivim,kivim
637698,toht,puit
637699,kivim,kivim
637699,toht,puit
637700,toht,puit
637701,toht,puit
637702,toht,puit
637703,puit,puit
637703,toht,puit
637705,puit,puit
637706,puit,puit
637706,raud,metall
637707,raud,metall
637708,metall,metall
637708,nahk,nahk
637709,nahk,nahk
637710,metall,metall
637710,puit,puit
637711,metall,metall
637712,metall,metall
637713,puit,puit
637714,tamm,puit
637715,metall,metall
637715,puit,puit
637716,metall,metall
637717,jõhv,metall
637717,raskus,metall
637717,raud,metall
637717,tina,metall
637718,raud,metall
638294,lina,tekstiil
638294,riie,tekstiil
